CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
12355,99.6,99.6,99.6,96,6,1,1,25,25.6,2, 3,0,0,1,6,3,12, 6,2,0,1,0,1,2,6,6,1,7,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96, 3,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12356,99.6,99.6,99.6,96,6,0,0,29,29.3,2, 3,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12357,99.6,99.6,99.6,96,6,0,0,42,42.3,3, 6,3,3,6,5,5, 7, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,40.0,36.6,36.9,99.6, 1,6,1,3,6,2,4,97, 3,18.3,96, 24,99.6,0,3,0,0,1,1,1,6, 3
12358,99.6,99.6,99.6,96,6,0,0,64,64.9,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 43,24.5,0,0,0,2,2,3,1,6, 2
12359,99.6,99.6,99.6,96,6,1,0,55,55.4,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,27.6,28.0,36.3, 1,6,1,1,6,2,6,96,96,30.0,96, 25,99.6,0,0,0,2,2,3,1,6, 2
12360,99.6,99.6,99.6,96,6,0,0,73,73.6,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.0,96, 54,99.6,0,0,0,3,2,3,2,6, 3
12361,99.6,99.6,99.6,96,6,1,1,56,56.4,5, 9,1,1,1,1,4,12, 1,1,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.5,96, 27,99.6,0,2,0,0,1,1,2,6, 2
12362,99.6,99.6,99.6,96,6,1,1,45,45.8,4, 7,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,16,29.7,96, 16,99.6,0,0,2,0,2,2,1,1, 5
12363,99.6,99.6,99.6,96,6,0,0,30,31.0,2, 4,0,0,1,6,1, 1, 1,2,0,1,0,3,6,1,6,1,1,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.1, 4,  4,99.6,0,0,1,0,2,2,1,4, 1
12364,99.6,99.6,99.6,96,6,2,1,48,48.8,4, 7,0,1,1,2,3, 4, 1,2,1,1,2,1,1,6,6,1,1,1,1,17.5,36.5,99.6,18.0,99.7,35.5, 1,1,2,1,1,6,6,96,96,19.5,96, 30,99.6,0,1,0,0,1,1,1,6, 1
12365,99.6,99.6,99.6,96,6,0,0,69,69.8,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,24.8,96, 45,99.6,0,0,0,2,2,3,2,6, 2
12366,99.6,99.6,99.6,96,6,2,0,59,59.8,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,32.5,99.6,22.5,21.5,31.5, 1,6,2,1,2,6,6,96,96,37.3,96, 23,99.6,0,0,0,1,2,3,2,6, 1
12367,99.6,99.6,99.6,96,6,0,0,78,78.2,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,54.9,32.5,35.5,99.6, 1,6,1,3,6,2,4,96, 8,20.0,96, 58,99.6,0,0,0,2,2,3,2,6, 2
12368,99.6,99.6,99.6,96,6,0,0,55,56.0,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.6,96, 29,99.6,0,0,0,2,2,3,1,6, 2
12369,99.6,99.6,99.6,96,6,0,0,68,68.6,6,11,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,18.5,99.6,50.4,21.8,31.7,99.6, 1,1,1,3,6,2,4,96,96,19.0,96, 50,99.6,0,0,0,2,2,3,1,6, 2
12370,99.6,99.6,99.6,96,6,0,0,69,69.9,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12371,99.6,99.6,99.6,96,6,2,3,52,52.9,4, 8,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12372,99.6,99.6,99.6,96,6,0,0,61,61.5,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.1,96, 36,99.6,0,0,0,3,2,3,1,6, 3
12373,99.6,99.6,99.6,96,6,0,0,48,48.3,4, 7,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 41,20.0,0,0,0,5,2,3,1,6, 5
12374,99.6,99.6,99.6,96,6,2,2,40,40.1,3, 6,1,2,4,4,4, 3, 1,2,1,2,1,1,1,6,6,1,1,2,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,21.5,96, 19,99.6,0,2,2,0,1,1,1,6, 4
12375,99.6,99.6,99.6,96,6,2,0,68,68.7,6,11,0,0,1,6,2,12, 5,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.7,99.6,20.0,22.6,24.3, 1,2,1,1,6,1,4,19, 2,21.4,96, 47,99.6,0,0,0,2,2,3,2,6, 2
12376,99.6,99.6,99.6,96,6,3,1,68,68.7,6,11,0,1,4,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,27.5,99.6,21.5,99.7,26.5, 1,2,2,1,2,6,6,96,96,43.6,96, 25,99.6,0,1,0,1,2,3,2,6, 2
12377,99.6,99.6,99.6,96,6,0,0,30,30.6,2, 4,0,0,1,6,2,12, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12378,99.6,99.6,99.6,96,6,0,1,26,26.2,2, 3,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12379,99.6,99.6,99.6,96,6,0,1,30,30.2,2, 4,2,2,5,3,4, 3, 2,2,2,2,1,1,2,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96, 4,99.6, 5, 12,27.2,0,1,1,0,1,2,1,1, 2
12380,99.6,99.6,99.6,96,6,0,0,27,27.8,2, 3,0,0,1,2,3,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12381,99.6,99.6,99.6,96,6,0,0,34,34.1,2, 4,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12382,99.6,99.6,99.6,96,6,0,0,55,55.8,5, 9,0,2,1,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.9,96, 24,99.6,0,1,0,1,1,1,1,6, 2
12383,99.6,99.6,99.6,96,6,0,1,23,23.4,1, 2,2,2,2,2,4, 3, 2,2,2,2,1,1,2,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 3, 3,18.5, 2,  5,99.6,0,2,0,0,1,1,2,6, 2
12384,99.6,99.6,99.6,96,6,1,1,47,47.1,4, 7,0,0,1,2,3,12, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96, 29,20.0,0,0,0,0,4,5,2,6, 1
12385,99.6,99.6,99.6,96,6,0,0,25,25.8,2, 3,0,0,1,2,5,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12386,99.6,99.6,99.6,96,6,0,0,45,45.8,4, 7,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12387,99.6,99.6,99.6,96,6,0,0,16,16.9,1, 1,1,0,1,5,3,11, 6,2,0,2,0,1,2,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96, 1,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12388,99.6,99.6,99.6,96,6,0,0,69,69.3,6,11,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,59.4,50.0,50.0,99.6, 1,6,2,3,6,2,5,96,96,99.7,96,997,99.6,0,0,0,0,4,5,2,6, 1
12389,99.6,99.6,99.6,96,6,0,0,16,16.2,1, 1,0,0,1,2,3,10, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12390,99.6,99.6,99.6,96,6,2,0,69,69.1,6,11,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,25.5,99.6,21.5,21.5,99.7, 1,6,1,1,6,1,4,96,96,28.1,96, 41,99.6,0,0,0,4,2,3,1,6, 4
12391,99.6,99.6,99.6,96,6,1,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,1,1,1,1,99.6,55.5,99.6,99.7,99.7,55.5,98,6,7,1,6,2,2,96,97,45.0,96, 36,99.6,0,0,0,2,2,3,1,6, 3
12392,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,60.5,20.5,99.7,99.6, 1,6,1,3,6,2,4,96,96,23.3,96, 57,99.6,0,0,0,1,2,3,1,6, 1
12393,99.6,99.6,99.6,96,6,0,1,40,40.1,3, 6,2,3,6,3,6, 3, 2,1,2,2,1,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.8,96, 13,99.6,0,3,0,0,1,1,1,6, 3
12394,99.6,99.6,99.6,96,6,0,0,55,55.5,5, 9,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,1,3,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12395,99.6,99.6,99.6,96,6,1,0,56,56.5,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,27.5,99.6,25.5,29.6,26.5, 1,6,2,1,1,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12396,99.6,99.6,99.6,96,6,0,0,34,34.3,2, 4,2,2,2,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.7, 3,  5,99.6,0,2,0,0,1,1,1,6, 2
12397,99.6,99.6,99.6,96,6,0,0,32,32.0,2, 4,2,2,2,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.8, 0,  2,99.6,0,2,0,0,1,1,2,6, 2
12398,99.6,99.6,99.6,96,6,0,0,79,79.7,7,13,0,0,1,6,1, 1, 6,2,0,2,0,3,6,2,2,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,26.8,96, 53,99.6,0,0,0,2,2,3,1,6, 2
12399,99.6,99.6,99.6,96,6,0,1,23,23.3,1, 2,0,0,1,1,2, 2, 2,2,2,2,1,1,2,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 1, 1,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12400,99.6,99.6,99.6,96,6,0,0,34,34.5,2, 4,3,3,5,2,5, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.4, 3,  9,99.6,0,3,0,0,1,1,1,6, 3
12401,99.6,99.6,99.6,96,6,0,0,70,71.0,6,12,0,0,1,6,1, 1, 3,2,0,1,0,1,2,6,6,2,6,1,1,99.6,99.6,57.2,20.9,19.6,99.6, 1,2,1,3,6,2,6,96,96,21.3,96, 50,99.6,0,0,0,2,2,3,2,6, 2
12402,99.6,99.6,99.6,96,6,2,2,60,60.1,5,10,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12403,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,59.5,22.7,28.3,99.6, 1,6,2,3,1,6,6,96,96,32.8,96, 51,99.6,0,0,0,2,2,3,2,6, 2
12404,99.6,99.6,99.6,96,6,0,0,66,66.1,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.3,96, 36,99.6,0,0,0,2,2,3,1,6, 2
12405,99.6,99.6,99.6,96,6,0,0,31,31.3,2, 4,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12406,99.6,99.6,99.6,96,6,0,0,55,55.8,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12407,99.6,99.6,99.6,96,6,0,0,68,68.5,6,11,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12408,99.6,99.6,99.6,96,6,1,1,34,34.3,2, 4,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12409,99.6,99.6,99.6,96,6,0,0,30,30.8,2, 4,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12410,99.6,99.6,99.6,96,6,1,1,57,57.3,5, 9,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12411,99.6,99.6,99.6,96,6,0,1,23,23.5,1, 2,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12412,99.6,99.6,99.6,96,6,0,0,39,39.3,3, 5,3,4,5,2,6, 3, 1,2,1,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.4, 1,  8,99.6,0,4,0,0,1,1,1,6, 5
12413,99.6,99.6,99.6,96,6,0,0,73,73.5,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.3,96, 47,99.6,1,0,0,1,2,3,1,6, 2
12414,99.6,99.6,99.6,96,6,0,0,55,55.1,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12415,99.6,99.6,99.6,96,6,0,0,67,67.8,6,11,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,30.8,99.6,43.3,32.1,33.6,99.6, 1,1,2,3,6,2,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12416,99.6,99.6,99.6,96,6,0,0,79,79.6,7,13,0,1,1,5,2, 8, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,58.7,17.6,18.8,99.6, 1,6,1,3,6,2,4,96,96,18.3,96, 60,99.6,0,1,0,3,1,1,2,6, 4
12417,99.6,99.6,99.6,96,6,0,0,76,76.7,7,13,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.3,96, 54,99.6,0,0,0,3,2,3,1,6, 3
12418,99.6,99.6,99.6,96,6,1,1,45,45.9,4, 7,0,1,4,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 30,99.6,0,1,0,2,2,3,1,6, 3
12419,99.6,99.6,99.6,96,6,1,0,65,65.6,6,11,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,25.5,99.6,19.5,21.5,23.5, 1,2,2,1,6,1,4,96,96,33.8,96, 32,99.6,0,0,0,1,2,3,2,6, 1
12420,99.6,99.6,99.6,96,6,0,0,29,29.7,2, 3,1,1,2,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.9, 1,  1,99.6,0,1,0,0,1,1,1,6, 1
12421,99.6,99.6,99.6,96,6,0,0,70,70.6,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12422,99.6,99.6,99.6,96,6,0,0,69,69.0,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.7,96, 48,99.6,0,0,0,2,2,3,1,6, 2
12423,99.6,99.6,99.6,96,6,0,0,44,44.2,3, 6,0,2,4,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.6,96, 22,99.6,1,1,1,0,1,2,1,2, 3
12424,99.6,99.6,99.6,96,6,1,0,51,51.8,4, 8,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,42.5,99.6,41.0,37.1,42.8, 1,6,2,1,6,2,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12425,99.6,99.6,99.6,96,6,1,0,66,66.1,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,42.8,99.6,18.8,20.4,43.0, 1,6,1,1,6,2,6,96,96,24.7,96, 41,99.6,0,0,0,1,2,3,1,6, 1
12426,99.6,99.6,99.6,96,6,1,0,70,70.0,6,12,0,0,1,6,2,12, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,47.6,99.6,22.3,24.4,47.0, 1,6,1,1,6,2,4,96,96,24.5,96, 46,99.6,0,0,0,2,2,3,1,6, 2
12427,99.6,99.6,99.6,96,6,2,0,49,49.8,4, 7,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,25.5,37.8,99.6,26.8,29.5,35.8, 1,1,1,1,6,1,3,96,96,28.5,96, 21,99.6,0,0,0,1,2,3,2,6, 1
12428,99.6,99.6,99.6,96,6,0,0,59,59.6,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12429,99.6,99.6,99.6,96,6,0,0,56,56.5,5, 9,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12430,99.6,99.6,99.6,96,6,1,1,53,53.8,4, 8,0,0,1,5,2,11, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,25,97,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
12431,99.6,99.6,99.6,96,6,0,0,64,64.0,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.4,96, 37,99.6,0,0,0,2,2,3,1,6, 2
12432,99.6,99.6,99.6,96,6,0,0,71,72.0,6,12,0,0,1,1,2, 2, 1,2,1,1,2,3,6,1,6,2,6,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,32.0,96, 40,99.6,0,0,0,2,2,3,1,6, 2
12433,99.6,99.6,99.6,96,6,0,0,33,33.3,2, 4,1,1,3,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.2, 4,  4,99.6,0,1,0,0,1,1,2,6, 1
12434,99.6,99.6,99.6,96,6,2,1,62,62.9,5,10,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,28.0,99.6,18.5,23.3,27.7, 1,2,1,1,6,1,6,96,96,23.3,96, 39,99.6,0,0,0,2,2,3,1,6, 2
12435,99.6,99.6,99.6,96,6,2,0,59,59.9,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,26.5,99.6,17.9,19.0,25.5, 1,6,1,1,6,1,4,96,96,18.1,96, 42,99.6,0,0,0,3,2,3,1,6, 3
12436,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.5,96, 57,99.6,0,0,0,5,2,3,2,6, 5
12437,99.6,99.6,99.6,96,6,0,0,55,55.9,5, 9,1,1,3,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,43.8,96, 12,99.6,0,1,0,0,1,1,1,6, 1
12438,99.6,99.6,99.6,96,6,0,0,60,61.0,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.3,96, 42,99.6,0,0,0,2,2,3,1,6, 2
12439,99.6,99.6,99.6,96,6,0,0,54,54.9,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,19,18,18.8,96, 36,99.6,0,0,0,4,2,3,2,6, 4
12440,99.6,99.6,99.6,96,6,1,0,46,46.8,4, 7,1,2,4,2,4, 3, 1,2,1,1,2,3,6,2,2,1,1,6,1,99.6,99.7,99.6,23.4,21.2,26.2, 1,2,2,1,1,6,6,96,96,29.5,96, 17,99.6,0,2,0,0,1,1,2,6, 2
12441,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,2,6,6,2,6,1,1,99.6,99.6,74.6,24.8,23.4,99.6, 1,6,1,3,6,2,4,96,96,26.0,96, 59,99.6,0,0,0,2,2,3,1,6, 2
12442,99.6,99.6,99.6,96,6,1,0,56,56.8,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,46.7,99.6,18.2,21.4,45.9, 1,6,1,1,6,2,6,96,96,18.8,96, 38,99.6,0,0,0,1,2,3,2,6, 1
12443,99.6,99.6,99.6,96,6,0,0,70,70.1,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,67.8,19.2,23.0,99.6, 1,6,1,3,6,2,2,96, 4,19.6,96, 51,99.6,0,0,0,2,2,3,1,6, 2
12444,99.6,99.6,99.6,96,6,1,1,45,45.0,4, 7,1,1,4,4,3, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,22.2,42.1,99.6,24.3,27.9,38.3, 1,1,1,1,6,2,6,20,18,30.6,96, 15,99.6,0,1,0,0,1,1,1,6, 1
12445,99.6,99.6,99.6,96,6,1,1,34,34.1,2, 4,2,2,5,5,3, 7, 6,2,0,2,0,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.3, 5,  7,99.6,0,0,2,0,1,2,1,1, 2
12446,99.6,99.6,99.6,96,6,0,0,73,73.4,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.1,96, 53,99.6,0,0,0,4,2,3,1,6, 4
