CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
  364,99.6,99.6,99.6,96,6,1,0,69,69.3,6,11,0,0,1,6,1, 1, 4,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.3,96, 43,99.6,0,0,0,2,2,3,2,6, 2
  365,99.6,99.6,99.6,96,6,0,0,51,51.4,4, 8,3,3,3,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,42.4,96,  9,99.6,0,3,0,0,1,1,1,6, 3
  366,99.6,99.6,99.6,96,6,0,0,37,37.0,3, 5,3,3,2,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.3, 1,  3,99.6,0,3,0,0,1,1,1,6, 3
  367,99.6,99.6,99.6,96,6,0,0,36,36.2,3, 5,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  368,99.6,99.6,99.6,96,6,0,0,78,79.0,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,44.9,21.6,24.0,99.6, 1,6,1,3,6,2,4,96,96,22.2,96, 57,99.6,0,0,0,2,2,3,2,6, 2
  369,99.6,99.6,99.6,96,6,1,1,27,27.5,2, 3,0,0,1,6,1, 1, 6,2,0,2,0,1,2,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 7, 7,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  370,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,79.3,24.1,30.0,99.6, 1,6,1,3,6,2,4,96,96,25.5,96, 57,99.6,0,0,0,5,2,3,2,6, 5
  371,99.6,99.6,99.6,96,6,0,0,24,24.5,1, 2,0,0,1,5,4,11, 6,2,0,1,0,3,6,1,6,1,1,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  372,99.6,99.6,99.6,96,6,1,0,61,61.2,5,10,0,0,1,6,1, 1, 5,2,0,2,0,1,2,6,6,2,6,1,1,23.4,46.9,99.6,27.3,34.5,45.5, 1,1,1,1,6,2,4,21, 5,30.5,96, 31,99.6,0,0,0,1,2,3,2,6, 1
  373,99.6,99.6,99.6,96,6,1,0,56,56.0,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,2,1,6,6,2,6,1,1,99.6,30.5,99.6,26.5,23.5,27.5, 1,6,1,1,1,6,6,96,96,27.7,96, 28,99.6,0,0,0,1,2,3,2,6, 1
  374,99.6,99.6,99.6,96,6,0,0,39,40.0,3, 5,2,2,5,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.7, 3,  5,99.6,0,2,0,0,1,1,2,6, 2
  375,99.6,99.6,99.6,96,6,1,0,55,55.9,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,19.3,25.3,99.6,24.3,25.8,24.3, 1,1,2,1,6,2,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  376,99.6,99.6,99.6,96,6,1,1,59,59.8,5, 9,0,0,1,1,2, 2, 2,2,2,2,1,1,2,6,6,2,6,1,1,99.6,53.5,99.6,20.7,22.1,53.5, 1,2,1,1,6,2,6,96,96,21.5,96, 38,99.6,0,0,0,2,2,3,2,6, 2
  377,99.6,99.6,99.6,96,6,0,1,38,38.9,3, 5,3,3,5,2,5, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97, 6,31.8, 3,  7,99.6,0,3,0,0,1,1,2,6, 3
  378,99.6,99.6,99.6,96,6,0,0,61,61.3,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,34,33,24.4,96, 36,99.6,1,0,0,1,2,3,2,6, 2
  379,99.6,99.6,99.6,96,6,0,0,62,62.2,5,10,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,54.8,21.8,20.3,99.6, 1,6,2,3,6,2,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  380,99.6,99.6,99.6,96,6,0,0,32,32.4,2, 4,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  381,99.6,99.6,99.6,96,6,1,0,40,40.9,3, 6,0,0,1,6,1, 1, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.0,96, 21,99.6,0,0,1,0,2,2,2,2, 1
  382,99.6,99.6,99.6,96,6,0,0,73,73.3,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.8,96, 50,99.6,0,0,0,3,2,3,1,6, 3
  383,99.6,99.6,99.6,96,6,1,1,30,30.3,2, 4,3,3,5,5,4, 7, 6,2,0,2,0,3,6,1,6,1,1,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,24.4, 3,  6,99.6,0,3,0,0,1,1,2,6, 3
  384,99.6,99.6,99.6,96,6,0,0,19,19.9,1, 1,0,0,1,2,4,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  385,99.6,99.6,99.6,96,6,1,0,62,62.4,5,10,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,27.5,99.6,23.0,23.3,27.5, 1,2,1,1,6,1,4,96,96,20.7,96, 42,99.6,0,0,0,3,2,3,2,6, 3
  386,99.6,99.6,99.6,96,6,0,0,28,28.7,2, 3,0,0,1,2,4,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,11,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  387,99.6,99.6,99.6,96,6,0,0,46,46.8,4, 7,1,1,3,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 9, 8,39.1,96,  8,99.6,0,1,0,0,1,1,1,6, 1
  388,99.6,99.6,99.6,96,6,0,0,36,36.6,3, 5,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.1, 3,  3,99.6,0,1,0,0,1,1,2,6, 1
  389,99.6,99.6,99.6,96,6,0,1,22,22.1,1, 2,0,0,1,1,4, 6, 2,2,2,1,2,1,2,6,6,1,1,2,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97,12,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  390,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,68.5,17.5,17.9,99.6, 1,6,1,3,6,2,3,96,96,99.6,96, 60,23.5,0,0,0,2,2,3,2,6, 2
  391,99.6,99.6,99.6,96,6,0,0,47,47.8,4, 7,2,2,3,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.5,96, 12,99.6,0,2,0,0,1,1,2,6, 2
  392,99.6,99.6,99.6,96,6,3,2,63,63.6,5,10,0,1,1,2,3,12, 5,2,0,2,0,1,1,6,6,2,6,1,1,17.5,99.7,99.6,30.1,32.5,99.7,98,1,1,1,6,2,4,96,96,30.1,96, 34,99.6,0,1,0,0,1,1,1,6, 1
  393,99.6,99.6,99.6,96,6,3,2,56,56.3,5, 9,0,1,4,4,3, 3, 2,2,2,1,2,1,2,6,6,2,6,1,1,99.6,30.5,99.6,21.5,21.5,29.5, 1,2,2,1,6,1,6,96,96,31.7,96, 25,99.6,0,0,1,1,2,3,1,6, 2
  394,99.6,99.6,99.6,96,6,0,0,37,37.9,3, 5,2,2,2,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.8, 1,  3,99.6,0,2,0,0,1,1,2,6, 2
  395,99.6,99.6,99.6,96,6,1,0,72,72.8,6,12,0,0,1,6,1, 1, 5,2,0,1,0,1,2,6,6,2,6,1,1,99.6,54.5,99.6,37.1,50.0,51.7, 1,6,1,1,6,2,4,96,96,38.8,96, 34,99.6,0,0,0,2,2,3,1,6, 2
  396,99.6,99.6,99.6,96,6,0,0,23,23.3,1, 2,2,0,1,3,5,10, 6,2,0,1,0,3,6,1,6,1,1,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  397,99.6,99.6,99.6,96,6,0,0,50,50.6,4, 8,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  398,99.6,99.6,99.6,96,6,0,0,36,36.1,3, 5,1,1,2,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97, 6,33.3, 3,  3,99.6,0,1,0,0,1,1,2,6, 1
  399,99.6,99.6,99.6,96,6,0,0,56,56.0,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,16,15,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  400,99.6,99.6,99.6,96,6,0,0,60,60.5,5,10,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  401,99.6,99.6,99.6,96,6,0,0,68,69.0,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  402,99.6,99.6,99.6,96,6,1,1,65,65.6,6,11,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,1,1,2,2,99.8,99.6,45.8,43.0,45.8,99.6,98,1,2,3,6,2,4,96, 2,99.3,96,993,99.3,0,0,0,0,4,5,3,6, 7
  403,99.6,99.6,99.6,96,6,0,0,20,20.8,1, 2,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  404,99.6,99.6,99.6,96,6,0,0,37,37.8,3, 5,2,2,5,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.9, 4, 15,99.6,0,2,0,0,1,1,1,6, 2
  405,99.6,99.6,99.6,96,6,1,0,80,80.0,7,14,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,15.4,21.9,40.5, 1,6,1,1,6,2,4,96,96,18.0,96, 60,99.6,0,0,0,2,2,3,1,6, 2
  406,99.6,99.6,99.6,96,6,2,0,49,49.2,4, 7,0,0,1,6,1, 1, 1,2,0,1,0,1,1,6,6,2,6,1,1,99.6,34.5,99.6,27.5,25.5,28.5, 1,6,2,1,2,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  407,99.6,99.6,99.6,96,6,2,2,57,57.5,5, 9,0,0,1,6,2,12, 6,2,0,1,0,3,6,2,2,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,42.7,96, 15,99.6,0,0,0,2,2,3,1,6, 2
  408,99.6,99.6,99.6,96,6,0,1,50,50.1,4, 8,0,0,1,1,2, 2, 2,2,2,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,20,16,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  409,99.6,99.6,99.6,96,6,0,0,67,67.8,6,11,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,60.6,18.0,20.8,99.6, 1,6,1,3,6,2,6,96,96,22.8,96, 45,99.6,0,0,0,3,2,3,1,6, 3
  410,99.6,99.6,99.6,96,6,0,0,76,76.7,7,13,0,0,1,6,1, 1, 1,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.9,96, 48,99.6,0,0,0,3,2,3,2,6, 3
  411,99.6,99.6,99.6,96,6,1,1,57,57.3,5, 9,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  412,99.6,99.6,99.6,96,6,0,0,77,78.0,7,13,0,0,1,6,1, 1, 1,2,0,1,0,2,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.5,96, 55,99.6,0,0,0,2,2,3,1,6, 2
  413,99.6,99.6,99.6,96,6,1,1,61,61.6,5,10,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,20.5,36.5,99.6,24.0,31.7,33.3, 1,1,2,1,6,2,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  414,99.6,99.6,99.6,96,6,0,0,72,72.4,6,12,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.7,96, 47,99.6,0,0,0,3,2,3,2,6, 3
  415,30.0,30.0,35.0, 3,2,3,3,37,37.8,3, 5,0,0,1,2,3,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  416,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,61.7,31.1,45.4,99.6, 1,6,1,3,6,2,4,96,96,32.8,96, 47,99.6,0,0,0,2,2,3,2,6, 2
  417,99.6,99.6,99.6,96,6,0,0,51,51.1,4, 8,0,0,1,2,3,12, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  418,99.6,99.6,99.6,96,6,0,0,68,68.8,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.8,96, 45,99.6,1,0,0,1,2,3,1,6, 2
  419,99.6,99.6,99.6,96,6,0,0,67,67.2,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,25,20,21.3,96, 46,99.6,0,0,0,2,2,3,2,6, 2
  420,99.6,99.6,99.6,96,6,1,2,28,28.3,2, 3,1,1,2,2,3, 3, 2,2,2,2,1,1,2,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 5, 3,26.3, 2,  2,99.6,0,1,0,0,1,1,2,6, 1
  421,99.6,99.6,99.6,96,6,0,0,26,26.3,2, 3,0,0,1,2,5,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  422,99.6,99.6,99.6,96,6,0,0,60,60.9,5,10,0,1,1,2,3, 4, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,28,99.6,96, 41,33.5,0,0,1,4,2,3,1,6, 5
  423,99.6,99.6,99.6,96,6,1,2,31,31.8,2, 4,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  424,99.6,99.6,99.6,96,6,0,0,46,46.7,4, 7,3,3,6,2,5, 3, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97,11,32.4,96, 14,99.6,0,3,0,0,1,1,1,6, 3
  425,99.6,99.6,99.6,96,6,0,0,36,36.3,3, 5,2,2,2,2,4, 3, 1,2,1,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.4, 1,  5,99.6,0,2,0,0,1,1,1,6, 2
  426,99.6,99.6,99.6,96,6,0,0,51,51.5,4, 8,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.2,96, 22,99.6,0,0,1,1,2,3,1,6, 2
  427,99.6,99.6,99.6,96,6,1,0,57,57.5,5, 9,0,0,1,6,3,12, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,43.2,99.6,29.4,26.8,39.2, 1,6,1,1,6,2,3,96,96,31.6,96, 26,99.6,0,0,0,1,2,3,2,6, 1
  428,99.6,99.6,99.6,96,6,1,0,43,43.8,3, 6,2,2,3,5,3, 7, 4,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.3,96, 10,99.6,0,2,0,0,1,1,1,6, 2
  429,99.6,99.6,99.6,96,6,0,0,19,19.2,1, 1,1,0,1,5,4,11, 6,2,0,1,0,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  430,30.0,38.5,35.0, 3,2,3,7,51,51.8,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,23,17,99.3,96,993,99.3,1,0,0,0,4,5,2,6, 2
  431,99.6,99.6,99.6,96,6,0,1,48,48.6,4, 7,1,1,3,2,3, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.4,96, 13,99.6,0,1,0,0,1,1,2,6, 1
  432,99.6,99.6,99.6,96,6,0,0,55,55.4,5, 9,0,0,1,5,2,11, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  433,99.6,99.6,99.6,96,6,0,0,63,63.7,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.6,96, 38,99.6,0,0,0,2,2,3,1,6, 2
  434,99.6,99.6,99.6,96,6,0,0,31,31.2,2, 4,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97,97,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  435,99.6,99.6,99.6,96,6,0,0,43,43.3,3, 6,0,0,1,6,1, 1, 6,2,0,2,0,1,7,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,97,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  436,99.6,99.6,99.6,96,6,1,0,57,57.7,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,20.5,46.5,99.6,26.8,28.0,45.5, 1,1,2,1,6,2,2,96,96,30.3,96, 28,99.6,0,0,0,1,2,3,2,6, 1
  437,99.6,99.6,99.6,96,6,0,0,68,68.0,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.3,96,993,99.3,0,0,0,3,4,5,3,6, 4
  438,99.6,99.6,99.6,96,6,3,0,76,76.4,7,13,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,7,6,1,1,99.6,99.7,99.6,22.6,99.7,99.7,98,2,1,1,6,1,4,96,96,22.7,96, 54,99.6,1,0,0,2,2,3,2,6, 3
  439,99.6,99.6,99.6,96,6,0,0,20,20.3,1, 2,0,0,1,6,4,12, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  440,99.6,99.6,99.6,96,6,2,1,56,56.2,5, 9,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,31.6,99.6,19.2,16.2,30.6, 1,2,1,1,6,1,6,96,96,23.7,96, 33,99.6,0,0,0,1,2,3,2,6, 2
  441,99.6,99.6,99.6,96,6,0,0,44,44.4,3, 6,0,1,4,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.0,96, 16,99.6,0,1,0,0,1,1,2,6, 1
  442,99.6,99.6,99.6,96,6,1,0,36,36.4,3, 5,2,2,6,4,4, 3, 1,2,1,2,1,1,2,6,6,1,3,2,2,20.7,32.0,99.6,23.4,25.2,29.9, 1,1,1,1,1,6,6,96, 1,22.6,96, 14,99.6,0,2,0,0,1,1,1,6, 2
  443,99.6,99.6,99.6,96,6,2,2,41,41.2,3, 6,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,24,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  444,99.6,99.6,99.6,96,6,0,0,68,68.8,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 42,27.2,0,0,0,2,2,3,1,6, 2
  445,99.6,99.6,99.6,96,6,1,2,28,28.0,2, 3,1,1,2,2,3, 3, 2,2,2,1,2,1,1,6,6,1,3,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 5, 5,26.3, 2,  2,99.6,0,1,0,0,1,1,1,6, 1
  446,99.6,99.6,99.6,96,6,1,1,40,40.9,3, 6,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,29,28,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  447,99.6,99.6,99.6,96,6,0,0,64,64.2,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.5,96, 37,99.6,0,0,0,2,2,3,2,6, 2
  448,99.6,99.6,99.6,96,6,1,1,51,51.8,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  449,99.6,99.6,99.6,96,6,1,0,75,75.4,7,13,0,0,1,1,2, 2, 1,2,1,1,2,3,6,1,6,2,6,6,1,99.6,60.0,99.6,23.3,23.4,57.2, 1,2,1,1,1,6,6,96,96,27.1,96, 48,99.6,0,0,0,2,2,3,2,6, 2
  450,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,40.0,21.5,40.5,99.6, 1,6,2,3,6,1,3,96,96,30.8,96, 52,99.6,0,0,0,4,2,3,1,6, 4
  451,99.6,99.6,99.6,96,6,0,0,28,28.6,2, 3,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  452,99.6,99.6,99.6,96,6,2,1,59,59.7,5, 9,0,0,1,6,1, 1, 4,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96, 6,29.3,96, 31,99.6,0,0,1,1,2,3,1,6, 2
  453,99.6,99.6,99.6,96,6,0,0,51,51.7,4, 8,0,1,1,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,25,25.6,96, 26,99.6,0,0,1,1,2,3,1,6, 2
  454,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,75.4,18.4,22.4,99.6, 1,6,1,3,6,2,4,96,96,20.8,96, 60,99.6,1,0,0,3,2,3,2,6, 4
  455,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.7,96,997,99.6,0,0,0,2,2,3,1,6, 2
